aberration,0.9372256427017636
abhor,0.9536762011933424
abide,0.9602982622697788
abscond,0.966722865592438
abstruse,0.9865606475524322
abysmal,0.9636901559978482
accolade,0.870727877332348
acumen,0.9821823181810742
affable,0.9708792405672816
affinity,0.9480451739039041
aggravate,0.9891918368841728
allegiance,0.9365442507268696
alleviate,0.9917820475923167
alloy,0.891136750053336
amalgamate,0.9798464236369434
ambivalent,0.9543971453341158
ameliorate,0.9943740454171632
anguish,0.9698943379745861
animosity,0.9820321562837575
apartheid,0.7963949493597466
appease,0.9899274548958301
apt,0.9694535335766621
arcane,0.9084726953649219
articulate,0.9781628009968826
audacious,0.9546193611275348
auxiliary,0.8251314606906152
benefactor,0.9165220697052395
bogus,0.8795100581024806
brass,0.8478968112729703
buoyant,0.95652940722587
catalyst,0.9034407494630603
chisel,0.9402664859981933
chortle,0.9575612671846981
clientele,0.9501123686795339
colloquial,0.8927902553489185
combustion,0.8705043111259398
commemorate,0.9840743160048788
commuter,0.8545687926193342
complaisant,0.9627493261455525
conceal,0.9908921612477608
concur,0.9902032526015848
connoisseur,0.8445915056186959
correlate,0.9825749855124593
cryptic,0.9517225285859913
cumbersome,0.9923843676328984
curriculum,0.828097445089526
derivative,0.9435190186892202
derivative,0.9435190186892202
dislodge,0.9933528741898012
divergence,0.9361424316200373
dormant,0.951876123223265
dote,0.855633077217463
dupe,0.928446807887503
dwarf,0.8059960642103685
edible,0.8804898268602229
edify,0.9759902348343169
elaborate,0.9801147052184056
eloquence,0.9407175809576196
encapsulate,0.9710157335007515
endeavor,0.9605857197830162
endorse,0.9873251894774574
engulf,0.987360529986053
enigma,0.7368702863078203
entice,0.9792107731818719
enzyme,0.9267355948559611
eradicate,0.9739143120253106
erratic,0.9643459876911223
eulogy,0.8935437672969364
euphoria,0.9130662715543764
evasive,0.9685386219250761
evoke,0.9950987861714226
extinct,0.9579699686012356
extinguish,0.9773438861964366
fidelity,0.8071778599350513
fleet,0.778630841717255
foolproof,0.9583492247195444
forgery,0.9000050791877109
foster,0.5384191129134833
fragile,0.9506497152178819
gait,0.8826817914313972
garrulous,0.970551796435719
gullible,0.9570174465972144
heterogeneous,0.9324292771874687
hospitable,0.9840860946058683
immutable,0.9640709250781194
impede,0.9922583300446866
impermeable,0.9631514322444541
implicit,0.9022826535501328
implosion,0.8877775876085747
impromptu,0.8700073722913828
inclined,0.9862926905654111
incongruous,0.9814968950329325
indigenous,0.8805547703487094
indulgent,0.9793970059754816
infuriate,0.9780989925536575
ingest,0.978338198002681
jabber,0.6766278659611993
judicious,0.9636567637445729
knit,0.9170860085693793
lampoon,0.6236981791305516
legacy,0.8193906432202418
livid,0.9730183136507438
luminary,0.9027084971056957
malevolent,0.966979061781943
malleable,0.8745717534748629
massacre,0.7547010619500687
mesmerize,0.9664480099281978
meticulous,0.9539135647856068
misanthrope,0.5573712255772647
mite,0.8959804843039879
moribund,0.9750429822885681
negligent,0.9527605467251788
nihilism,0.8021695762187931
odor,0.9537713369891294
offhand,0.918333910541599
paradigm,0.9016759010509404
partisan,0.8532663552278569
patron,0.896834485981274
perish,0.9716184654647049
perjury,0.9204526305822539
permeate,0.9790165110100566
pertain,0.9953726694702395
pest,0.779763205186934
pivotal,0.9597150358466159
plea,0.9209935329077262
predominate,0.9956634889708441
premature,0.909418514744072
reconcile,0.9844361098958596
redeem,0.9752334778621222
refine,0.9489914847550986
reiterate,0.9845942728655512
reminiscent,0.9742779876409018
repel,0.9862704542479381
repulsive,0.9800611463091203
retrograde,0.8853110558023642
retrospective,0.8295797051752838
riddle,0.6720826639729082
salvage,0.8568855225154746
sanction,0.9602401891157697
satiate,0.953239545511024
sequence,0.9496900480395198
shallow,0.9419645937135778
shard,0.7911563543820582
tadpole,0.8090819670076999
tractable,0.9831521946706614
turbulence,0.8995724327728309
turmoil,0.9573660989811286
volatile,0.914756895899099
warrant,0.9486544844214057
